Author,Book Title,Chapter,Sentence
Sara_Cate,Praise,13,“I’d pay to see that.” “You don’t have to.
Pippa_Grant,The Last Eligible Billionaire,32,"And I’m clearly borrowing jewels, because I don’t belong here."
Sandi_Lynn,Chase Calloway,19,“You’re going to be expected to stay home every single night.” “I’m never having kids.” I smiled.
Ann_Cole,I Choose You,15,“We both know that’s a bad idea.” There would with be a whole lot of sexing and a lot less working.
Laurelin_Paige,Brutal Secret,28,He’s always practiced fidelity.
L_Steele,The Billionaire's Secret,32,"""And you, Saint, what’s the persona you’ve bought into?"""
Ana_Huang,Twisted Love,37,"We are, after all, family.â€ â€œNo, weâ€™re not."
JS_Scott,The Billionaire's Obsession_Simon,9,"Wrapping her legs around his waist in silent entreaty, she brought her hands to his ass, pulling him against her as she undulated her hips."
Jennifer_Probst,The Marriage Arrangement,7,"You hate tapping into it, because it reminds you of something in your past that changed you."
Tia_Louise,Make Me Yours,41,I don’t remember what he said.
Ann_Cole,I Choose You,40,Fucking.
Melanie_Harlow,Tease,10,"After that, I was thinking of making a few dishes and taking some photos in your kitchen."
Meghan_Quinn,A Not So Meet Cute,24,"“How do I know you’re not just saying that?” Frustration laces through his eyes as he reaches for the folder and opens it, revealing another contract."
KA_Linde,The Wright Mistake,23,"“She’ll do great,” Julia said."
Lisa_Kleypas,Smooth Talking Stranger,16,"""Good Lord, Dad,"" Joe said."
Catharina_Maura,The Temporary Wife,36,"“Yet I forgive you nonetheless.” “Tell me, baby."
Diane_Alberts,An Accidental Date with a Billionaire,11,"She suspected he hadn’t expected it to take this long, and to be honest, neither had she."
Kendra_Little,Billionaire Bad Boy,12,"He had to
concentrate on not letting his guard down in front of Annie again."
KA_Linde,The Wright Brother,36,"I swear,” Vanessa said."
Pippa_Grant,Crazy for Loving You,10,My grandmother does not invite non-family people to family events.
Tia_Louise,Trouble,23,At least momentarily.
Alexa_Riley,His Alone,12,Everyone looks up as we walk in and then goes back to what they were doing.
Ann_Cole,Love Has a Name,9,"Ferron was in the lead as they zoomed by me at lightning speed, Tiger in second and Lovello in third."
Sara_Cate,Praise,35,That bright smile and gorgeous brown eyes.
Stella_Rhys,Dirty Deeds,37,“Should I get going?
Leslie_North,The Billionaire's Ex-Wife,10,"As she closed the door, she heard Sam muttering to himself,“This is our ticket."
Ana_Huang,Twisted Lies,31,"And now that she was in my life, there was no letting her go."
Rose_Shain,Reverie,17,I intended to conquer this godforsaken sentence.
Max_Monroe,Tapping The Billionaire,5,"“Thanks, Tone.” Giving in was the only option."
Alexa_Riley,His Alone,24,"I want you watching me take you, and I want you to see it pulse when I come inside your pussy."
Alexa_Riley,His Alone,11,It can’t be normal to think about a kiss this much.
L_Steele,The Billionaire's Secret,8,"Her gaze narrows, ""It isn’t for your politeness or consideration, clearly."""
Rose_Shain,Between Commitment and Betrayal,43,Declan never hesitated.
Meghan_Quinn,A Not So Meet Cute,23,Especially that he’d known.
Alexa_Riley,Everything for Her,13,"Breaking the kiss, I’m about to tell him to take me to his house, when the limo stops."
Jennifer_Probst,The Marriage Arrangement,7,Presto.
LJ_Shen,The Villain,8,Commercial banking.
Lisa_Kleypas,Sugar Daddy,3,"He's an asshole, but he's got the worst case of flu I've ever seen."
Ann_Cole,Love Has a Name,27,It makes you angry.
Sarina_Bowen,Hard Hitter,22,.” He grinned.
LT_Swan,The Stopover,2,She’s new and started on level forty today.” Sammia comes around and shakes my hand.
LJ_Shen,The Hunter,31,My white duffel bag dangles from my shoulder.
Annika_Martin,Breaking the Billionaire's Rules,23,At The Wilder Club.
Ann_Cole,Love Has a Name,22,"So on a daily basis, I professed my love to him in profusion, but he never once returned the words."
Lisa_Kleypas,Smooth Talking Stranger,15,"And she usually went on to add that, like dogs, they all took up too much space on the bed, and they always went for the crotch."
Meghan_Quinn,A Not So Meet Cute,17,Is he . . .
Lisa_Kleypas,Sugar Daddy,2,They're the perfect example of persistence in the face of adversity.
Jessica_Lemmon,The Billionaire Next Door,11,“You’re something.
Lisa_Kleypas,Smooth Talking Stranger,13,.
Anne_Melody,The Tycoon's Revenge,2,She sat there all afternoon until she finally accepted he wasn’t coming as the sun started to set in the sky.
Jessica_Lemmon,The Billionaire Next Door,4,He crooked a finger and beckoned Rachel deeper into the house.
L_Steele,The Billionaire's Secret,16,"You’ll have a long wait, by the way."""
Sarina_Bowen,Brooklynaire,13,That’s all .” I think of Lauren in her blue silk and revise my opinion of her for the hundredth time.
Stella_Rhys,Dirty Deeds,37,"Everything’s just so off and I feel like I’m going nuts, like I’m the only one who notices it or cares."
L_Steele,The Billionaire's Secret,36,"I stand up with her in my arms, then turn and lower her to her arms and knees onto the bed."
Alexa_Riley,Everything for Her,23,"She walks past me, and I reach out, grabbing her arm to stop her."
Lisa_Kleypas,Smooth Talking Stranger,11,Sonya cast an admiring glance around the apartment.
LT_Swan,The Takeover,15,The kid stands on the couch across from me and lets the bear drop.
Jennifer_Probst,The Marriage Arrangement,8,What I want.
Jessica_Clare,Stranded with a Billionaire,9,I’ll make reservations.” She had no clue.
Louise_Bay,King of Wall Street,2,New York was no place for a kid.
Jessica_Clare,The Wrong Billionaire's Bed,13,"Straighten out her work, Daphne’s insurance, and a million other small things that someone had to think about."
Jessica_Lemmon,The Billionaire Bachelor,13,“Boundaries?” Merina nodded.
Jennifer_Probst,The Marriage Arrangement,20,"Forget it, I’ll get the thing myself.” Her friend stalked off toward the canary yellow futon and stuck her hand under the cushions."
LJ_Shen,The Villain,28,"Just as I took the last step toward Dr. Braxman, Astor opened his tiny red mouth and let out a wail that nearly shattered the windows, curling his tiny fists and thrusting them in the air like Rocky."
Sarina_Bowen,Pipe Dreams,31,"The pregnancy book had annoyed her with the number of times it had said, listen to your body ."
Lisa_Kleypas,Blue Eyed Devil,4,I shook my head.
L_Steele,The Billionaire's Fake Wife,20,I roll my shoulders.
GT_Geissinger,Melt for You,31,"He reaches up and pinches my rigid nipple right through the dress, and I convulse around him."
Pippa_Grant,Crazy for Loving You,30,Daisy and I both look up at the very stern woman in a business suit so buttoned-up she makes Daisy’s housedress look like a Playboy Bunny outfit.
Melanie_Harlow,Irresistible,17,"But it’s late, and you’ve got—Mack … what are you doing?” One of my hands had wandered beneath her sweater, and the other had moved between her legs."
Catharina_Maura,The Temporary Wife,1,"He’s an industry disrupter, a genius."
Jessica_Clare,The Wrong Billionaire's Bed,13,"So she had to be firm, even if it meant she had to be cruel."
GT_Geissinger,Burn for You,30,"It’s schizophrenia, isn’t it?"
Meghan_Quinn,So Not Meant To Be,19,"Call me crazy, but I truly think she has the same feelings for me."
GT_Geissinger,Ache for You,9,".” “No,” I say sharply, understanding that she thinks I dumped Brad because Papa was sick."
Max_Monroe,Tapping The Billionaire,3,Fucking Thatch.
Catharina_Maura,The Temporary Wife,55,"“Did you know?” His tone is accusing, sharp."
Sam_Crescent,Billionaire Beast,6,"I just know it always
worked."
Alexa_Riley,His Alone,12,But I can without a problem.
Penny_Wylder,The Billionaire’s Virgin,4,"""I'm glad I fake it well."""
Max_Monroe,Banking the Billionaire,26,"For what, I’m not sure, but I couldn’t deny the flutter in my belly and the quickening of my breath as his mouth moved toward mine."
LT_Swan,The Stopover,13,Aaron’s shoulders slump sadly.
Catharina_Maura,The Wrong Bride,28,What do you think it’s like to be married to someone who avoids me because looking at me reminds me of the woman he’d rather see?
Tia_Louise,Trouble,19,"With a growl, I scrub my fingers over my eyes."
L_Steele,The Billionaire's Christmas Bride,60,"""Doesn't that sound trigger you?"""
Meghan_Quinn,So Not Meant To Be,20,"“Hmm, maybe I can ask you something?” “It’s going to be naughty, isn’t it?” He chuckles."
Catharina_Maura,The Wrong Bride,30,"“I suppose the rumors are true, after all,” he says, his voice carrying a hint of disappointment."
GT_Geissinger,Ache for You,22,"By the time he crosses the street and opens the shop door, my brain is scrambled eggs."
Ann_Cole,Mr. Mysterious In Black,1,Cognac-brown to be exact.
LT_Swan,The Stopover,8,I sit back in my chair as my anger escalates.
Katy_Evans,Mogul,20,"You won’t be able to nail it when you’re this nervous!” “Fine,” I tell her saucily and tilt my chin up."
Ana_Huang,Twisted Lies,11,I liked the idea of it.
LT_Swan,The Casanova,20,"“You know, I think this would be one of the hardest jobs on earth,” I say as I crack open a crab claw."
GT_Geissinger,Ache for You,27,You made it clear you don’t think I have what it takes to make it in fashion here.
Sarina_Bowen,Pipe Dreams,30,“You want to get married?” “Of course I do.” His hand sifted clumsily through her hair.
Max_Monroe,Banking the Billionaire,30,"“Okay, so the pregnancy thing was a joke, but I couldn’t help myself.” His face turned skeptical."
Rose_Shain,Reverie,19,You shouldn’t be either.” “Katie isn’t scared of anybody.” A laugh burst out of him as he sat back.
Max_Monroe,Tapping The Billionaire,18,"“Are you sure, Benny girl?"
Alexa_Riley,Everything for Her,40,"Mallory laughs, and I reach into my pocket, pulling out the test and holding it up for her."
Louise_Bay,Park Avenue Prince,9,Her cheeks colored and she shrugged.
Leslie_North,The Billionaire's Sexy Rival,2,He couldn't fathom how she had managed to take those accounts from him.
Catharina_Maura,The Unwanted Marriage,27,"“I don’t want to miss a second of this, baby."
Jessica_Lemmon,The Billionaire Bachelor,22,"He extracted a credit card, which he used to pay everything and get miles for his many business trips, and set a gold key next to it."
Rose_Shain,Between Commitment and Betrayal,12,You can’t tiptoe around me 24-7.
Sam_Crescent,Billionaire Hero,1,"It had been his
base to do what he wanted to do all along."
Sara_Cate,Praise,26,My eyes close and I hum against his touch.
Ann_Cole,Love Has a Name,32,"!” “Axia, please —” “I love you this much!"
Lisa_Kleypas,Blue Eyed Devil,3,"I was certain that people facing death should be occupied with noble thoughts, but instead I found myself thinking about those moments in the stairwell with Hardy."
Kendra_Little,Billionaire Bad Boy,1,"And she
probably lacked the get up and go of other LA agents, especially on Monday
mornings before gulping down her second cup of coffee."
Jessica_Clare,Beauty and the Billionaire,6,"“Well, can I ask Mr. Buchanan about them?"
Meghan_Quinn,So Not Meant To Be,22,"“Hey, dude, can I talk to you for a second?” Breaker asks JP."
GT_Geissinger,Ache for You,35,Leather cuts into my wrists.
Melanie_Harlow,Call Me Crazy,4,That’s what I’ve been saying.” “What about starting your own company?
Ann_Cole,Love Has a Name,30,"Then in the next second, I was being tossed over his shoulder in one easy move."
Catharina_Maura,The Temporary Wife,12,"I shouldn’t envy her, but a small part of me does ."
Lisa_Kleypas,Blue Eyed Devil,1,"""That outfit's too plain."""
Max_Monroe,Banking the Billionaire,12,"What grown-ass man even uses emojis?” “That’s not the part I’m having a hard time processing.” I sighed, shaking my head."
Pippa_Grant,The Last Eligible Billionaire,10,"Her fingers move down my scalp to my neck, stroking the tension away with firm hands."
KA_Linde,The Wright Boss,42,"The same smile that said he was bad, bad news, and I was happy to be on the front page."
Jennifer_Probst,The Marriage Bargain,8,"“ The word tempt fell from her lips in a low, smoky voice that stroked his ears."
Meghan_Quinn,So Not Meant To Be,7,"Don’t say you like someone, because then you’ll never get hurt."
Katy_Evans,Boss,22,He groans and eases back to look at me.
Max_Monroe,Tapping The Billionaire,24,"I was enjoying every nerve-wracking minute, and I started to just let go and trust."
Rose_Shain,Between Love and Loathing,33,I truly think I was.
LJ_Shen,The Hunter,22,I will not be a widower because you’ve a chip on your shoulder and something to prove.
Lisa_Kleypas,Blue Eyed Devil,4,"""Liberty ."
Max_Monroe,Banking the Billionaire,27,"Whether it was a glance or a smile or a step closer to me in proximity, there was always some sign that she had vulnerability in there somewhere."
