Author,Book Title,Chapter,Sentence
Sandi_Lynn,Chase Calloway,29,"“It’s okay, Kinsley."
Alexa_Riley,Everything for Her,31,"No one should look that good in the morning, or while cooking."
Ana_Huang,Twisted Lies,4,“You can shove it in the back of your closet for all I care.” “I pay all that money for Magda only to shove it in the back of my closet?
LJ_Shen,The Hunter,22,He’d waited there for four hours by the time stamp of his text messages.
Katy_Evans,Tycoon,15,"He’s trying to pick a fight, but I’ve got better things to do."
LJ_Shen,The Hunter,20,"I hated that he made me feel, that he’d ruined my plan to sail through life smoothly, without having to get hurt."
Diane_Alberts,The Prince's Bride,8,"She sucked in a breath and held it, heat sweeping over her body as she stared at his big, muscular thighs."
Lisa_Kleypas,Sugar Daddy,4,"I looked at him then, unable to resist asking, ""What did you think about Hardy'?"""
LT_Swan,The Casanova,15,"“No rush, I’d rather talk to you."
Katy_Evans,Tycoon,36,A Brooklyn store that caters to the entire country?
GT_Geissinger,Melt for You,5,They’re runner’s compression leggings.” Compression?
Sam_Crescent,Billionaire Hero,5,"Helped those who
would take from him what was his."
Jessica_Lemmon,The Billionaire Bachelor,9,His legacy.
LJ_Shen,The Villain,17,Knew she took a tour of my house when I wasn’t home.
Stella_Rhys,Bad Boss,12,"The explicit images started the second I laid eyes on her, and they continued onto her first day of work."
Jessica_Lemmon,The Billionaire Bachelor,13,Not even when she pulled away and rested her damp cheek on his shoulder.
Max_Monroe,Scoring the Billionaire,9,"She’s been berating me about it for the past month.” I still wasn’t completely used to these people, to how wild at heart they were—how unafraid they were of living."
Diane_Alberts,Beauty and the Boss,11,And yet he followed her inside anyway because he was a masochistic asshole like that.
Alexa_Riley,His Alone,16,"“How’d the wedding planner go this morning?” I ask Mal, ignoring everything else going on."
Alexa_Riley,Everything for Her,11,I’m going and it’s a little freeing.
Ann_Cole,Love Has a Name,29,"True, I’m yours."
Ana_Huang,Twisted Lies,6,"She was part of the old guard who didn’t like the changes bloggers were bringing to the industry, and she took out her resentment on me."
Lisa_Kleypas,Sugar Daddy,4,"I had spent the equivalent of two weeks' salary on a white Nicole Miller dress with a halter top that wrapped and twisted neatly down to my hips, then fell in soft folds to the floor."
Sara_Cate,Eyes on Me,17,It’s three in the morning.
Sandi_Lynn,Carter Grayson,39,"I’ve been in cahoots
with your amazing boyfriend."
Meghan_Quinn,A Long Time Coming,13,So fucking jealous.
L_Steele,The Billionaire's Fake Wife,32,Please.
Meghan_Quinn,A Not So Meet Cute,24,"God, I’d hurt Kelsey only weeks ago with my stupid mouth, talking without thinking, and . . ."
KA_Linde,The Wright Brother,17,It seemed to be an odd rule that he refused to date girls in town.
Stella_Rhys,Bad Boss,19,I drew in a deep breath.
Sara_Cate,Eyes on Me,19,"“God, you’re so beautiful when you’re about to come."
LT_Swan,The Takeover,13,"The water turns off, and I pant as I work fast to try to stop the carnage."
LT_Swan,The Casanova,33,I can feel her looking at me.
LT_Swan,The Casanova,51,"I lift my Scotch to my lips and sip it slowly, and the heat burns my throat as it goes down."
Diane_Alberts,Beauty and the Boss,16,"“Be angry all you want, but you’ll thank me later, when you meet a proper woman and realize I saved you from the biggest mistake of your life.” No, she hadn’t, because he didn’t believe a word she said."
LT_Swan,The Casanova,48,"Forever yours, Elliot."
Penny_Wylder,The Billionaire's Toy,14,Epilogue One Year Later “I can’t believe I let you talk me into this.” Andrew’s face is all innocence.
Pippa_Grant,Crazy for Loving You,29,And it’s a testament to how good of a friend and mother I am that I didn’t notice before now.
Sara_Cate,Eyes on Me,23,"RULE #21: IF MADAME KINK OFFERS YOU A TOUR, YOU TAKE IT."
Alexa_Riley,Everything for Her,36,By the time the car pulls up in front of the stadium Oz is happily grabbing my hand and tugging me behind him.
L_Steele,The Billionaire's Secret,19,It can’t be.
Diane_Alberts,Beauty and the Boss,10,"“The whole purpose of you being here is, in fact, to interfere in situations like this."
Rose_Shain,Between Love and Loathing,22,The fitting room had been the only time he’d allowed it.
Sarina_Bowen,Hard Hitter,9,There were two minutes left.
Alexa_Riley,His Alone,4,"Tonight, as always, Captain and I are to protect my boss and half brother, Miles Osborne, and his girlfriend, Mallory."
Jessica_Lemmon,The Billionaire Next Door,14,"He may not cheat her out of a future at a company, but he would go when things between them were too much."
JS_Scott,The Billionaire’s Obsession _Sam,13,"“I plan to deliver,” she informed him tenderly, her hand lightly stroking his hair, her relief in hearing him speak overwhelming."
L_Steele,The Billionaire's Fake Wife,23,"""Gimme that."""
Diane_Alberts,The Prince's Bride,1,What girl hadn’t fallen for the sinister anti-hero at some point in her life?
Louise_Bay,King of Wall Street,9,"And if Max would like it and she didn’t, then we wouldn’t even show it to him."
L_Steele,The Billionaire's Secret,55,Wait.
Anne_Melody,The Tycoon's Proposal,5,Her body was preparing for his entrance and she wanted him more than she wanted anything else.
Annika_Martin,Most Eligible Billionaire,3,"I’m guessing there will be some bill submittal process, which is fine with me as long as I don’t have to interact with these Locke heirs."
Louise_Bay,Duke of Manhattan,2,It doesn’t matter what it is.
Kendra_Little,Billionaire Bad Boy,4,"she asked,
ignoring him."
Jessica_Clare,The Wrong Billionaire's Bed,16,"It wasn’t a nice plan, or a very honest one."
LJ_Shen,The Villain,24,"They’re stolen, and probably fuzzy, and don’t capture his face."
GT_Geissinger,Melt for You,18,You can’t just waltz in here unannounced any time you like!
Katy_Evans,Tycoon,16,"“Hi and bye, Cole,” I say, smiling as I hug him."
Sandi_Lynn,Chase Calloway,29,"I’m glad you’re feeling better.”
He kissed the top of my head and then walked out the door."
Jessica_Lemmon,The Billionaire Next Door,7,Which suddenly didn’t sound so bad.
Laurelin_Paige,Brutal Billionaire,4,This time he laughs.
LJ_Shen,The Hunter,5,It’s the only thing I care about.
Louise_Bay,Park Avenue Prince,19,“You’re so funny.
Pippa_Grant,Crazy for Loving You,36,"“I’ve been misled, madame."
Meghan_Quinn,A Not So Meet Cute,12,Then . . .
Meghan_Quinn,A Long Time Coming,4,"I know things will change because she will be your wife, and I’m going to respect that."
Melanie_Harlow,Call Me Crazy,2,I figured we’d get there eventually.
LJ_Shen,The Hunter,25,"“But if you’re asking me to choose between the family fortune and Sailor Brennan, I’m going to have to kiss your money goodbye and bow out of this one, Fitzpatrick or not.” His smile evaporated."
Pippa_Grant,Crazy for Loving You,31,"She gives zero fucks and feeds off of fear, which is relatively abundant when she’s around."
Melanie_Harlow,Call Me Crazy,11,"He’s patient and generous and highly, highly skilled.” “Wow."
Lisa_Kleypas,Smooth Talking Stranger,24,"""Wonderful,"" she said without hesitation."
Sarina_Bowen,Pipe Dreams,34,“Good to meet you.
Lisa_Kleypas,Smooth Talking Stranger,17,"It was several floors up from mine, big windows open to a view of Houston, city lights glittering like diamonds scattered on velvet."
Ann_Cole,Love Has a Name,3,"Never groan in my class!” I waited for everyone to put their steps to the side as they huffed and panted, sweating buckets, but never throwing in the towel."
Ana_Huang,Twisted Lies,31,"People kill, steal, and lie in the name of this abstract emotion we’re told is supposed to be our ultimate goal."
GT_Geissinger,Melt for You,16,"What shoe size do you wear?” I tell her, and she’s off."
Sarina_Bowen,Brooklynaire,24,My life is constant noise.
Catharina_Maura,The Temporary Wife,48,"“It’s nothing,” Luca says, his tone harsh all of a sudden."
LT_Swan,The Casanova,11,“And what are you under the disguise?” I whisper.
Jessica_Lemmon,The Billionaire Bachelor,5,Merina was the key to saving that legacy.
LT_Swan,The Casanova,22,Fuck me.
Jessica_Clare,The Wrong Billionaire's Bed,8,"For a moment, she seemed just like Audrey’s old twin again—mischievous and demanding—and her heart melted."
Meghan_Quinn,A Long Time Coming,9,See you soon.
LT_Swan,The Takeover,39,I watch Tristan leave the house and lock the door.
Pippa_Grant,The Last Eligible Billionaire,22,"I’m reasonably certain it’s not the black cloth napkins, the china, the crystal wine goblets, the candles, or the silver that have her captivated, her hand hovering above the serving tray piled with a dwindling supply of sliced roasted sirloin cap, thick asparagus spears, caramelized bananas, and cheese rolls."
Alexa_Riley,Devotion,10,"I see a look of sadness cross her face, and she looks at me."
Pippa_Grant,The Last Eligible Billionaire,10,Your mom said dogs and strawberries are your only allergies.
Rose_Shain,Between Commitment and Betrayal,43,"“It’s fine,” I told them, because suddenly I wanted him all to myself."
Laurelin_Paige,Brutal Billionaire,5,“Yes.” I answer boldly.
GT_Geissinger,Melt for You,36,No cheerleaders.
Jessica_Lemmon,The Billionaire Next Door,7,She didn’t like sweaty guys.
Annika_Martin,Breaking the Billionaire's Rules,7,Not her best.
Ann_Cole,Love Has a Name,19,"They say she’s good enough to turn a straight woman gay.” “And how do you know all this?” “They’re all my workers, everything comes back to me."
Jessica_Lemmon,The Bastard Billionaire,22,"If you or any of your staff at Refurbs need public spin, Penelope is your woman.” “Zachary Ferguson,” came a syrupy introduction."
KA_Linde,The Wright Brother,27,"She crossed her arms over her chest, as if she were trying to keep her insides from squirming at the thought."
GT_Geissinger,Burn for You,1,"Ballroom, billiard room, indoor theatre: check, check, and check."
Sam_Crescent,Billionaire Protector,10,I can’t just go home.” “What good are you going to be if they come back with an answer for bringing her home?
Meghan_Quinn,A Long Time Coming,21,.
Lisa_Kleypas,Sugar Daddy,2,"Travel, learn, expand your horizons as a flight attendant for TexWest, the fastest-growing commuter airline service in the nation."
Catharina_Maura,The Temporary Wife,59,I just want her to smile at me the way she used to.
Meghan_Quinn,So Not Meant To Be,24,"When I found out I had a meeting with her, I rushed out of my office, ran over to Breaker’s, and sank down to the ground, wrapping my hands and arms around his leg, telling him I wasn’t leaving him alone until he agreed to attend the meeting with me."
Laurelin_Paige,Brutal Secret,11,Another reminder that this is not my scene.
JS_Scott,The Billionaire's Obsession_Simon,22,"It’s the best damn feeling in the world.” Gripping his shaft a little tighter, she started to move it sensually, provocatively."
Jessica_Lemmon,The Billionaire Next Door,16,He’d like more of her moving toward him instead of away.
LJ_Shen,The Monster,8,I looked around and realized I was heading straight to the clinic where Aisling had operated on my soldiers a little over a week ago.
Meghan_Quinn,So Not Meant To Be,12,"Sometimes I think nothing will be good enough, that he’ll constantly keep pressing to be the best, but I’m not sure what the best is.” “Meanwhile, your workload is filling up.” “Exactly.” He glances out the window of the sandwich shop and says, “I’m surprised you met up with me for lunch."
Sandi_Lynn,Carter Grayson,7,"Carter had agreed to stay
in and she wanted me to join them."
Kendra_Little,Suddenly Sexy,14,"Bob prompted, his face turning salmon pink when she didn't answer straight away."
KA_Linde,The Wright Mistake,21,I kissed her once more before moving her under the hot water.
Stella_Rhys,Sweet Spot,22,"These cars live on better real estate than I ever will in my life,” she murmured, shaking her head."
LJ_Shen,The Villain,27,“Everyone has their limits.
Kendra_Little,Suddenly Sexy,3,The woman was the world champion of emotional blackmail.
LT_Swan,The Stopover,20,“You should see what Ferrara is putting to print tomorrow.” “What?” I frown.
Max_Monroe,Banking the Billionaire,21,Cassie: Oh.
L_Steele,The Billionaire's Fake Wife,36,"""I am going to kill you for touching her."""
Laurelin_Paige,Brutal Secret,8,No woman could possibly be as sexy as the one that had been living rent free in my head.
Jennifer_Probst,The Marriage Bargain,8,"He jumped from his seat and they switched places, as he paced the luxurious burgundy carpet."
Diane_Alberts,An Accidental Date with a Billionaire,13,Our date continues on.
Melanie_Harlow,Irresistible,6,Making dinner and dessert.
LT_Swan,The Takeover,28,“Can you book our hotel room?” I ask hopefully.
LT_Swan,The Stopover,22,this is a great idea.
LT_Swan,The Takeover,37,"“I hope you don’t run into any more cats out there.” “Shut up,” I snap as I step into the elevator."
Max_Monroe,Banking the Billionaire,43,I just wanted to enjoy this slice of normalcy I had accomplished by taking this new job.
Meghan_Quinn,A Long Time Coming,7,.
L_Steele,The Billionaire's Fake Wife,38,"Sin, Sinclair."
Pippa_Grant,The Last Eligible Billionaire,30,"Everything smells like eucalyptus and lavender, the floor is marble, the walls a deep burgundy damask— to absorb light and sound , Keisha says—and the light fixtures flicker like candles, even though they’re modern bulbs."
L_Steele,The Billionaire's Secret,22,"Say your piece, you dickheads."
Laurelin_Paige,Brutal Secret,18,"Her arm comes around my neck, and my hand cradles her face."
Louise_Bay,King of Wall Street,15,"“I would like that very much,” he said, his voice cracking at the end."
Max_Monroe,Tapping The Billionaire,24,"“Did you have a good weekend, Benny?” he asked, pushing the button for his floor."
Jessica_Lemmon,The Bastard Billionaire,3,Honorably discharged was a shitty way to say goodbye.
LJ_Shen,The Monster,14,The pressing one I’ve been trying to ignore for weeks.
Anne_Melody,The Tycoon's Vacation,12,The two women looked over the magazines and got more and more excited as they looked at everything.
Ann_Cole,Love Has a Name,19,That’s when you run.
Ann_Cole,Love Has a Name,12,"“Not to cuddle.” Lovello’s eyes snapped open, and they had the same look of irritation that was there on Sunday."
Ann_Cole,Love Has a Name,31,Let’s go get you some food.” “You’ve turned my own puppy against me?
Lisa_Kleypas,Blue Eyed Devil,1,"""I think today was the best day of Gage's life."
Louise_Bay,Duke of Manhattan,25,"And I thought Scarlett did, too."
Diane_Alberts,The Prince's Bride,17,It?” “Your father.” Harry held a hand up when Leo growled.
LT_Swan,The Stopover,5,What I want from life.
Emma_Bray,Her Billionaire Stalker,7,"His hands are suddenly all over me, trailing down to reach the hem of my dress and then coming up to cup my ass cheeks."
Jessica_Lemmon,The Bastard Billionaire,11,Eli’s head crashed to the pillow as Isa took him deep.
Annika_Martin,Most Eligible Billionaire,29,Exhausted.
Sandi_Lynn,Jamieson Finn,37,"Not literally, but you
know what I mean.” She smirked."
Melanie_Harlow,Call Me Crazy,12,I don’t think I’ve seen her since high school.” Beckett shook his head.
LT_Swan,The Casanova,31,She kept it.
Pippa_Grant,Mister McHottie,23,"Thankfully, things are almost normal in the office."
Annika_Martin,Breaking the Billionaire's Rules,20,I pop back home to face Kelsey.
Lisa_Kleypas,Smooth Talking Stranger,24,"""What can I do?"""
Stella_Rhys,Sweet Spot,5,"“She looked better from the back than any of the girls here look now.” “I’ll try,” I said."
Meghan_Quinn,So Not Meant To Be,20,It’s not a competition.
Sarina_Bowen,Hard Hitter,3,“For almost mowing down that kid.
Pippa_Grant,The Last Eligible Billionaire,3,"Really… Go on a post-divorce retreat and spoil yourself in a place without internet or cell signal so your mother can’t reach you for a couple weeks , I told myself."
Max_Monroe,Scoring the Billionaire,11,And the real question…was he planning on sticking around?
KA_Linde,The Wright Brother,20,"“Blow jobs,” she said quite calmly."
Max_Monroe,Scoring the Billionaire,22,"Like it was becoming a part of her, I knew Lexi would carry every bit of dialogue, every moment created by the lighting and cast and heart-freezing music, through the entirety of her life."
Meghan_Quinn,A Long Time Coming,22,“Why are you looking at me like that?” she asks.
Jennifer_Probst,The Marriage Bargain,8,"Do you understand?” “Yes.” “So, you’ll agree to the terms?” “No.” Annoyance surged."
Tia_Louise,Trouble,36,"We can talk about my stuff later.” “Daisy!” “The natives are restless, ladies.” Ms. Alice barges into the dressing room."
Rose_Shain,Between Commitment and Betrayal,6,"I took my time nestling into her neck, and she gasped but angled her head, giving me access to her neck."
Kendra_Little,Suddenly Sexy,5,"""I never cheat."""
Leslie_North,The Billionaire's Sexy Rival,13,"I found that, despite the contract being awarded to Wildflower Agency, it appears our employees have taken the liberty of comingling and forming teams to tackle various aspects of the campaign."
Ana_Huang,King of Wrath,10,“Congratulations again on your engagement.” Vivian thanked her again while I brushed past her toward the stairs leading away from Bethesda Terrace.
LT_Swan,The Casanova,16,"Miles?” I stare at her, she knows the drill; how many women does he bring to this room?"
Lisa_Kleypas,Sugar Daddy,2,"You're an astronaut—what planet do you want to visit?"""
Meghan_Quinn,A Not So Meet Cute,25,“So goddamn amazing that it’s taking every last ounce of my control to not fuck you right here in this hallway.” My hand presses to the curve of her hip and I move her against the wall.
KA_Linde,The Wright Mistake,8,"“This one is my favorite,” Austin admitted."
LT_Swan,The Stopover,17,"“Hello,” everyone calls."
LT_Swan,The Casanova,20,"We get out of the car and Elliot tips the driver, and then he wheels our two suitcases up the path to the house."
L_Steele,The Billionaire's Secret,3,I strain against his hold.
Jessica_Clare,The Wrong Billionaire's Bed,13,Minka and I were just saying that I—” The woman’s voice stopped.
Jessica_Clare,Stranded with a Billionaire,10,"You—” She held up a hand, giving a small shake of her head to stop him."
Rose_Shain,Between Commitment and Betrayal,26,I skirted around those who were enjoying being on the beach and got home faster than I was sure Wes could have drove.
Ana_Huang,King of Wrath,20,"“He’s less…” “Uptight?” Normally, I would’ve never been so blunt to the man’s mother, of all people, but wine and days of sun had loosened my tongue."
Jessica_Clare,Stranded with a Billionaire,13,She let her hand slide away.
Catharina_Maura,The Temporary Wife,62,"“What are you all doing here?” I ask, confused."
Catharina_Maura,The Unwanted Marriage,33,"Sierra and I have been fighting over these cookies for years, so now when I see them, I instinctively just grab them."
LJ_Shen,The Villain,26,I don’t want manageable .
Meghan_Quinn,A Long Time Coming,24,"“From your silence, I’m going to assume you’re unwell at the moment.” That doesn’t even begin to describe it."
Jessica_Clare,Stranded with a Billionaire,14,"“They’re so cute together I want to puke.” “Be nice,” Cade said."
GT_Geissinger,Burn for You,12,"“Please don’t tell me you believe his whole ‘I’ve been saved by Jesus’ spiel!” She looked at me for a long time, not saying a word."
Meghan_Quinn,So Not Meant To Be,17,"But now, lying here alone on my bed, knowing that once again what I had with her was a brief intermission during her quest to find Mr."
Diane_Alberts,The Prince's Bride,10,“Then you’d assume wrong.
Sandi_Lynn,Jamieson Finn,19,"“Thirty-six-year-old
female."
Kendra_Little,Bedding the Billionaire,9,What the hell.
Jessica_Lemmon,The Billionaire Bachelor,20,"She took two steps and stopped cold when a man wearing jeans, a T-shirt, and a suit jacket stepped past the CLOSED sign."
Lisa_Kleypas,Smooth Talking Stranger,19,"""How can they get married without us?"
Rose_Shain,Between Love and Loathing,14,"“Well, I’m the most superior now, Clara."
Laurelin_Paige,Brutal Billionaire,6,For playing with people’s emotions like he does without consequence.
Sarina_Bowen,Brooklynaire,25,“Hi there.
LT_Swan,The Stopover,17,I sit and watch Hayden walk across the street toward the café we are in.
Katy_Evans,Boss,11,"The women are talking to him, but it’s as if nobody else exists but me."
KA_Linde,The Wright Boss,17,High praise from him.
Pippa_Grant,The Last Eligible Billionaire,25,And it was a bad joke at that.
Meghan_Quinn,So Not Meant To Be,16,"Tell me how wet you are.” “Tell me why you’re hard, first,” I counter."
Louise_Bay,Duke of Manhattan,22,Like it was a big deal.
Catharina_Maura,The Wrong Bride,34,"I know he’s mad at me, and I know I caused a great deal of pain."
Tia_Louise,Boss of Me,18,"“After my parents passed, I wanted to be close enough to drive to Savannah.” “You could’ve gone to Atlanta.” Her nose wrinkles."
Lisa_Kleypas,Smooth Talking Stranger,22,"But there had been a time or two when sex was not playful at all, when we breathed and moved together until it seemed Jack had brought me to the brink of something, a kind of white-hot transcendence, that startled me with its force, and I drew back and broke the momentum, afraid of what might happen."
Pippa_Grant,Mister McHottie,23,” Every last one of my coworkers is staring at me like I’m two buns short of a pack.
Pippa_Grant,Crazy for Loving You,40,"I think Daisy might actually fall asleep on her feet for a while, but when the first light of dawn breaks through her gauzy curtains, she straightens and pulls back with a look of sheer determination on her face that makes my heart stop."
Sara_Cate,Eyes on Me,38,"“Take your clothes off.” With my eyes on her, I peel my jacket off, throwing it on the bed, before unbuttoning my shirt as she peels open my buckle."
Laurelin_Paige,Brutal Secret,24,"I don’t want to say I loved him more than my mother, because that’s hard to compare, but…I don’t know."
Jessica_Clare,Beauty and the Billionaire,12,“I’m a much better cook than he is.
L_Steele,The Billionaire's Secret,55,I whip my head around.
Sara_Cate,Highest Bidder,26,"After today, the whole thing will be forgotten and we’ll go back to the way things were."
Ana_Huang,Twisted Lies,15,"After a brief hesitation, Stella scooted closer until I could pull her into my lap."
L_Steele,The Billionaire's Secret,20,"""Open,"" I demand."
Laurelin_Paige,Brutal Billionaire,8,"“Brystin,” Steele and I correct at the same time."
Max_Monroe,Scoring the Billionaire,14,"But what they lacked in exuberance, they more than made up for with intelligence."
Rose_Shain,Between Commitment and Betrayal,27,I mouthed a thank you as I grabbed my cell and stared at the number.
Melanie_Harlow,Call Me Crazy,12,"“Be nice, or I won’t say the cute thing I was about to say.” She laughed."
LJ_Shen,The Monster,2,But then I’d felt my chest tighten because I knew they’d send me back to Cat later that afternoon.
LT_Swan,The Stopover,18,"I mean, since he told me he wants me, we’ve moved forward in leaps and bounds."
Kendra_Little,Billionaire Bad Boy,17,"""In that case, there's
probably something you should know."""
Melanie_Harlow,Call Me Crazy,10,"Her neck and chest flushed pink as the panties she wore, which I wanted to rip off with my teeth."
Ana_Huang,Twisted Lies,17,"The deadline for acceptance or refusal is next week, so take some time to think about it.” I don’t need to think about it!"
Katy_Evans,Boss,17,"“You don’t have to be gentle with me,” I breathe."
Catharina_Maura,The Wrong Bride,24,I watch her as her fingers brush over the shirts in my closet.
Laurelin_Paige,Brutal Secret,1,"“So Suit Guy said, ‘Everything you like in a girl, Reid."
JS_Scott,The Billionaire's Obsession_Max,13,Not anymore.
Alexa_Riley,Everything for Her,9,"“As I’ve stated several times today and days before, I’m prepared to offer whatever is necessary to purchase this company."
Sarina_Bowen,Brooklynaire,15,"She’s looking at me like she’s trying to figure something out, but can’t quite manage it ."
Catharina_Maura,The Wrong Bride,71,"I was so certain that Grandma would instantly accept Valentina, so what the fuck is going on?"
Laurelin_Paige,Brutal Secret,22,“You’re the one who keeps pretending it has an end.” He pulls back to study me before nodding in agreement.
Sandi_Lynn,Carter Grayson,10,I’m good enough to say hello to but not goodbye?” I cocked my head at him.
Jessica_Lemmon,The Billionaire Bachelor,8,“Quite the speedy nuptials.
Sandi_Lynn,Chase Calloway,24,"Then you’ll have another one with my mouth, and then a third one with my cock
buried deep inside that beautiful pussy,” he softly spoke."
Sarina_Bowen,Brooklynaire,23,"“We’re going to Dallas!” someone shouts, and the room erupts in more joy ."
Catharina_Maura,The Temporary Wife,59,"I nod and help her up, and she stands aside as I walk up the stairs, the steps creaking underneath my feet."
Jennifer_Probst,The Marriage Trap,8,"She grinned with pride, crawled over to the tub, and grabbed a washcloth."
Louise_Bay,Park Avenue Prince,19,"I mean, Jesus, you’re a hockey fan."
Jennifer_Probst,The Marriage Arrangement,10,"“At first, I didn’t want to believe him."
Louise_Bay,King of Wall Street,16,"Does she—” “Jesus, Violet, do you know our brother at all?"
Jessica_Clare,Beauty and the Billionaire,10,An entire strip of condoms had been left at the bedside.
Jennifer_Probst,The Marriage Bargain,7,"She felt like an idiot for creating a love spell, but she had no options left and little to lose."
Catharina_Maura,The Wrong Bride,60,I don’t want you to go through that again.
Ana_Huang,Twisted Lies,49,Always trying to kiss ass and one-up me.
Melanie_Harlow,Irresistible,19,"“You’ve got your sisters, you’ve got an ally in this Radley woman, and you have me."
Jennifer_Probst,The Marriage Trap,8,"Such a girl.” “Yeah, such a girl,” Robert mimicked."
Laurelin_Paige,Brutal Billionaire,38,"“I always thought falling in love would be such a brutal twist of fate, after everything I’ve done to avoid it my whole life."
Sarina_Bowen,Pipe Dreams,16,Look at me rest.” He held perfectly still.
Meghan_Quinn,A Not So Meet Cute,19,"Mouths connected, I pick up my pace and thrust harder, quicker."
Katy_Evans,Tycoon,32,"It’s not only that I want to succeed, that I want the Kelly name to be attached to good things—not bad—but that I also want to prove to Christos that he was right in believing in me."
Penny_Wylder,The Billionaire’s Virgin,9,"A relationship is a goal, too, but it can’t be the only one, and it can’t ruin your attention span for the rest of your life if it’s going through a difficult patch.” “We’re hardly in a relationship, Gram,” I protest."
Rose_Shain,Reverie,22,She’d planned our outfits and made sure we had transportation for the night.
Meghan_Quinn,So Not Meant To Be,20,"If I’m honest, that need has been building all week."
Laurelin_Paige,Brutal Billionaire,14,"“Why would we do that?” “You know, so I can…earn this chair.” “Seems appropriate that you earn it right where you are."
Catharina_Maura,The Wrong Bride,5,"“Call Sierra and tell her that Andy leered at Raven the whole time I was there with her, and that I want him gone."
Sara_Cate,Highest Bidder,20,"Emotion gathers heavily in my throat, and my eyes start to sting with tears."
Tia_Louise,Trouble,20,"“Just let me set this up, and I’ll be there.” She’s not happy, but after crunching the numbers, I can’t pass up an offer."
Tia_Louise,Boss of Me,34,"He’s bossy, and he’s usually right."
Ana_Huang,King of Wrath,13,Don’t turn around.
Meghan_Quinn,So Not Meant To Be,12,"Like scalding lasers, his eyes fixate on me."
Pippa_Grant,The Last Eligible Billionaire,22,This wasn’t in the contract .
Jessica_Lemmon,The Bastard Billionaire,7,“He’s the son my parents never had.
Ann_Cole,Love Has a Name,12,No condom.
Stella_Rhys,Bad Boss,13,"I looked up to see his stare flickering between the door and me, his expression a cross between high alert and higher anticipation."
Meghan_Quinn,A Not So Meet Cute,20,"Quick, coddle her."
Louise_Bay,Duke of Manhattan,2,"Someone you’ll never see again and then when you find someone you really like, you can have a relationship and the sex.” “I liked Andrew."
Katy_Evans,Tycoon,26,"What I feel for you is so fucking real and true, bit.” He holds the back of my neck in his warm hand, meeting my eyes for a long moment."
GT_Geissinger,Melt for You,17,"Shaking, I whisper, “Um.” Behind me, sheets rustle."
Meghan_Quinn,So Not Meant To Be,18,"Christ, I love it.” “Really?” I ask."
Ana_Huang,Twisted Lies,9,"I added a shawl in case I got cold, checked my teeth for stray lipstick, and steadied myself with a deep breath before I returned to the living room."
Sandi_Lynn,Carter Grayson,21,"Nora didn’t want us flying to
Seattle and she made sure it didn’t happen."
Catharina_Maura,The Temporary Wife,22,"“I won’t ask you for anything in return for finding your grandmother, Valentina, but give me this much."
Emma_Bray,Stalked by the Billionaire,4,That comment had only made me blush even deeper.
GT_Geissinger,Melt for You,33,“I’m sorry.
LT_Swan,The Casanova,36,. .
Louise_Bay,Duke of Manhattan,11,Did your parents move?” “No.
Sarina_Bowen,Hard Hitter,18,The moment shimmered with promise.
LT_Swan,The Takeover,14,“Forget you saw it.” “Claire Anderson.
Louise_Bay,King of Wall Street,7,"His cock sprang out, hard and thick."
Leslie_North,The Billionaire's Sexy Rival,7,"""But I do love the movie."
Catharina_Maura,The Unwanted Marriage,68,"He’s intent on destroying her, and he doesn’t seem to realize that in doing so, he’ll ruin the few parts of himself she left intact."
Kendra_Little,Billionaire Bad Boy,3,She hadn't worn it then either.
Ana_Huang,King of Wrath,29,They couldn’t see us from the front.” Thomas.
JS_Scott,The Billionaire's Obsession_Max,5,"She was teetering on the edge of orgasm, ready to plunge off the cliff to ecstasy."
Meghan_Quinn,So Not Meant To Be,24,"I can tell her everything that happened, back you up.” I shake my head as I slouch in my chair."
Ann_Cole,I Choose You,28,"“Chill, Trev, chill,” Natalio said, laughing."
Alexa_Riley,Everything for Her,19,"But still, this isn’t Oz."
Sandi_Lynn,Carter Grayson,44,"“I
already sent them a group text message, sweetheart.” He took hold of my hand
and brought it up to his lips."
Ann_Cole,Mr. Mysterious In Black,23,All of it.
Jennifer_Probst,The Marriage Arrangement,8,My family owns a business in that same area.” Rip stiffened as a surge of anger rushed through him.
Ann_Cole,I Choose You,27,"However guilty or shameful, I wasn’t going to give in to conscience and apologize for my actions, because the last time I saw this man, his cock was in another woman’s mouth."
GT_Geissinger,Melt for You,3,Someone is pounding on my front door.
L_Steele,The Billionaire's Christmas Bride,4,"Her touch, her kisses, the flow of her hair about her shoulders, the pulse of her blood at the base of her neck, at her chest, between her thighs… Why do I want to acquaint myself with every goddam nook and crevasse of her body?"
KA_Linde,The Wright Brother,29,I liked to be able to control when I was able to tell someone about my son.
Tia_Louise,Make Me Yours,14,“I had no idea Remi could sing.
Jessica_Lemmon,The Bastard Billionaire,12,Now we have to hire a new assistant for the office.” She pursed her lips as she thought.
Kendra_Little,Suddenly Sexy,18,"""No wrong impressions here,"" he murmured."
Rose_Shain,Between Love and Loathing,30,Me: Not a good idea.
Jessica_Lemmon,The Billionaire Next Door,29,"In fact, he’d become more inventive about the ways he could get them to quit."
Lisa_Kleypas,Sugar Daddy,3,"""But then you always do."""
L_Steele,The Billionaire's Fake Wife,32,The hair on my forearms stands on end.
