book_id,entropy,effective_topics,hhi,richness_1e3,thematic_mass,rating_tier,other_share,paratext_share,noise_share,unmapped_share,modeled_mass
44168447,5.115048392473265,166.50883856287254,0.013297962723620133,242,0.6831573275269385,trash,0.29923722680976417,0.0013186398776124557,0.0005548183873363367,4.057287706229689e-05,0.6831573275269385
45156972,5.445055476825557,231.61012835040805,0.0059270377193925,275,0.6400554267253238,middle,0.3334011020321538,0.0014155679941712093,0.0006234281304806172,0.00012208547318836706,0.6400554267253238
45857023,5.107473114753022,165.25225336787108,0.012744764625091061,230,0.6803568766446284,top,0.3064009861649418,0.0015509532242388559,0.001074082837093927,0.0001826765471962109,0.6803568766446284
46142566,5.075934750375396,160.1217959561857,0.015213095809462163,236,0.6999587553444924,trash,0.28688881088414986,0.0008128800638961952,0.00041166575399785604,3.727582241050264e-05,0.6999587553444924
48572514,5.4501739506222515,232.79865785715361,0.006123205353444993,275,0.640952302065351,top,0.3409327505767975,0.001260398772545545,0.0006016283325475632,5.014759145644845e-05,0.640952302065351
49571946,5.412419934545878,224.17341681622904,0.005912546198633162,253,0.6682609559093952,top,0.31759834800356346,0.0005386212283920372,0.0002904197630905971,0.0004671088377026997,0.6682609559093952
51208558,5.166025447694556,175.21704239132126,0.011076472249567563,244,0.6779514335933713,trash,0.308950566016834,0.0012235626155251143,0.00037386398690246464,3.1351676859537974e-05,0.6779514335933713
51778361,5.414947199442141,224.7406789321118,0.005864270526911835,252,0.6688632051758312,middle,0.317685710395341,0.001181207280682471,0.0008287973032439741,3.108877758317848e-05,0.6688632051758312
53490997,5.073752147087767,159.77269471125922,0.01565985772268088,250,0.700579522301224,middle,0.28661278696831094,0.0005272727884007478,0.0002810800552201878,5.15406216123755e-05,0.700579522301224
53491020,5.044294455550253,155.1348060753806,0.015235980028045536,236,0.7000014518981802,top,0.28409331660363,0.0008246703315724764,0.0003041712004464175,6.818999189926235e-05,0.7000014518981802
53491063,5.137525657262305,170.29388116172757,0.01166462059950449,211,0.6885341070210338,top,0.2943797341118901,0.0004960754396442059,0.0002775755791215289,3.903421866695456e-05,0.6885341070210338
54474410,5.443716940718909,231.3003172238921,0.005898922612045622,263,0.654817843431365,trash,0.3222285349340457,0.0010989766950357163,0.0006338388573820418,0.0004042611480897285,0.654817843431365
55538972,5.473728242471154,238.34715431351066,0.005356310666502268,269,0.6444840656335726,middle,0.33999234377118337,0.0014061262918848754,0.0011639460700361608,3.321949143653946e-05,0.6444840656335726
55583305,5.459241546669017,234.9191815435987,0.005487075274833088,270,0.6444748781723443,trash,0.3370066632986227,0.0032415351181354192,0.002670064607675909,3.9766289288183684e-05,0.6444748781723443
55590890,5.438925360118757,230.19467411550096,0.00582386225978397,260,0.6449691740454933,trash,0.33992389503906884,0.001010295272465135,0.0004155217516863128,3.2431157638735346e-05,0.6449691740454933
55738401,5.299526063944416,200.24188563309482,0.009128573806929989,246,0.6820866604278195,middle,0.30458942392492316,0.0011352877433667141,0.0007692316787442452,2.829118473782171e-05,0.6820866604278195
