book_id,rating_tier,taxonomy_main_group,abs_share,cond_share,modeled_mass,other_share,paratext_share,noise_share,unmapped_share,n_topics_in_group
11266880,middle,"Spaces, Time, Activities & Objects",0.045151565605937284,0.06833138844085802,0.6607734254517121,0.3251779489719767,0.0009957759595265977,0.0006553657171137868,0.00016459821219141324,22
11266880,middle,"Work, Wealth, Status & Institutions",0.04018452828227617,0.06081438316743077,0.6607734254517121,0.3251779489719767,0.0009957759595265977,0.0006553657171137868,0.00016459821219141324,19
17561022,trash,"Conflict, Risk & Harm",0.012672570689709983,0.019240542115412984,0.6586389621297828,0.2928687182649611,0.0009669206569582665,0.0007241656967583529,0.0003173071348081827,8
17561022,trash,Embodied & Sensory Experience,0.009259225769082334,0.014058120307887027,0.6586389621297828,0.2928687182649611,0.0009669206569582665,0.0007241656967583529,0.0003173071348081827,4
17561022,trash,"Emotions, Cognition & Inner Life",0.13154546160452493,0.1997231703073835,0.6586389621297828,0.2928687182649611,0.0009669206569582665,0.0007241656967583529,0.0003173071348081827,54
17561022,trash,Relationship Trajectory (Main Couple),0.20939468244872508,0.31792027876945506,0.6586389621297828,0.2928687182649611,0.0009669206569582665,0.0007241656967583529,0.0003173071348081827,134
17561022,trash,"Sexuality, Attraction & Intimacy",0.15281337236183132,0.23201386669821686,0.6586389621297828,0.2928687182649611,0.0009669206569582665,0.0007241656967583529,0.0003173071348081827,48
17561022,trash,Social World Outside Couple,0.04266035249402819,0.06477046598652647,0.6586389621297828,0.2928687182649611,0.0009669206569582665,0.0007241656967583529,0.0003173071348081827,29
17561022,trash,"Spaces, Time, Activities & Objects",0.060930988549854244,0.09251045269600673,0.6586389621297828,0.2928687182649611,0.0009669206569582665,0.0007241656967583529,0.0003173071348081827,22
17561022,trash,"Work, Wealth, Status & Institutions",0.03904500107721859,0.05928134125403424,0.6586389621297828,0.2928687182649611,0.0009669206569582665,0.0007241656967583529,0.0003173071348081827,19
18692741,middle,"Conflict, Risk & Harm",0.0111380152254453,0.016471372293963133,0.6762044489473082,0.31101753386484254,0.000863953475173423,0.00038136208126234895,4.826395946782341e-05,8
18692741,middle,Embodied & Sensory Experience,0.00920745652386911,0.013616379688425537,0.6762044489473082,0.31101753386484254,0.000863953475173423,0.00038136208126234895,4.826395946782341e-05,4
18692741,middle,"Emotions, Cognition & Inner Life",0.1256743802637294,0.18585263740777652,0.6762044489473082,0.31101753386484254,0.000863953475173423,0.00038136208126234895,4.826395946782341e-05,54
18692741,middle,Relationship Trajectory (Main Couple),0.26787996214485865,0.3961523213310485,0.6762044489473082,0.31101753386484254,0.000863953475173423,0.00038136208126234895,4.826395946782341e-05,134
18692741,middle,"Sexuality, Attraction & Intimacy",0.1361616312887686,0.20136163182709066,0.6762044489473082,0.31101753386484254,0.000863953475173423,0.00038136208126234895,4.826395946782341e-05,48
